Stations_id;Stationsname;geogr. Breite;geogr. Laenge;Stationshoehe;Bundesland;
       4013;Pritzwalk                               ;   53.172795;   12.156898;           83;Brandenburg                             ;
       4014;Probstzella                             ;   50.532104;   11.383303;          360;Thüringen                               ;
       4015;Profen                                  ;   51.127342;   12.208469;          145;Sachsen-Anhalt                          ;
       4016;Prosselsheim-Seligenstadt               ;   49.852643;   10.100557;          284;Bayern                                  ;
       4017;Prüm-Watzerath                          ;   50.180668;    6.350901;          386;Rheinland-Pfalz                         ;
       4018;Puch                                    ;   48.187671;   11.220561;          550;Bayern                                  ;
       4019;Püttlingen-Ritterstraße                 ;   49.279231;    6.913468;          323;Saarland                                ;
       4020;Pulheim                                 ;   50.992171;    6.791649;           61;Nordrhein-Westfalen                     ;
       4021;Pullach-Höllriegelskreuth               ;    48.03269;   11.505523;          544;Bayern                                  ;
       4022;Pullenreuth-Dreihäuser                  ;   49.945576;    12.01072;          585;Bayern                                  ;
       4023;Pulsnitz                                ;   51.200617;   14.020732;          270;Sachsen                                 ;
       4024;Putbus                                  ;   54.364277;   13.477079;         39.5;Mecklenburg-Vorpommern                  ;
       4025;Putlitz                                 ;   53.244979;   12.043716;           57;Brandenburg                             ;
       4027;Pyrbaum                                 ;   49.299744;   11.289435;          430;Bayern                                  ;
       4028;Pyrmont, Bad                            ;    51.98341;    9.242486;          104;Niedersachsen                           ;
       4030;Qualitz                                 ;    53.82763;   11.824274;           70;Mecklenburg-Vorpommern                  ;
       4031;Quaschwitz                              ;     50.6833;     11.7333;          493;Thüringen                               ;
       4032;Quedlinburg                             ;   51.795344;   11.131995;          142;Sachsen-Anhalt                          ;
       4033;Quedlinburg (A)                         ;     51.7833;     11.1333;          125;Sachsen-Anhalt                          ;
